Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province (E),Company,Status,Latitude,Longitude,Approximate Volume Released (m³),Substance (E),Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture (E),Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2014-042,Release of Substance,3/13/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.25073225,-66.0979223,500,Natural Gas - Sweet,Gas,No,2014,3/12/2014 9:00,3/12/2014 9:00,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,,,Operation,Employee / Contractor (Onsite),5/6/2014,Yes,No,Release of Substance,Natural Gas - Sweet,500,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Pipeline, Valve, Pressure relief, Seat",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No
INC2014-041,Fire,3/13/2014,Edenwold,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,Not Applicable,Not Applicable,Not Applicable,No,2014,3/13/2014 9:45,3/13/2014 9:45,"Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Job or system factors, Inadequate work standards, Inadequate monitoring of compliance ;Job or system factors, Inadequate maintenance, Inadequate preventive, Cleaning or resurfacing","Maintenance, Standards and Procedures",,,Operation,Employee / Contractor (Onsite),5/14/2014,No,No,Fire,,,,Yes,,Housekeeping,,,,,,,,,0,OPR,Edmonton Terminal,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-040,Adverse Environmental Effects,3/13/2014,Maple,Ontario,TransCanada PipeLines Limited,Closed,43.8734742,-79.579834,Not Applicable,Not Applicable,Not Applicable,Yes,2014,3/12/2014 3:18,3/12/2014 3:18,"Damage or deterioration mechanism, Geotechnical Failure, Frost heave",Natural Force Damage,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,,,Maintenance,Employee / Contractor (Onsite),2/18/2015,Yes,No,Adverse Environmental Effects,,,,Yes,,,,,,,,,,Release of Toxic Substance,0,OPR,TCPL - Station 130 (Maple Compressor Station),,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Body",,NPS 8,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-038,Fire,2/25/2014,Saint-Eustache,Quebec,Enbridge Pipelines Inc.,Closed,45.55837,-73.89573,Not Applicable,Not Applicable,Not Applicable,No,2014,2/25/2014 8:15,2/25/2014 8:15,"Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,,,Maintenance,Employee / Contractor (Onsite),4/15/2014,No,No,Fire,,,,Yes,,Welding or Cutting,,,,,,,,,0,OPR,Line 9,"508.00000000, 762.00000000",859.7003376,Crude Oil,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Mile Post 2218.6607,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-033,Release of Substance,2/18/2014,Rocky Mountain House,Alberta,NOVA Gas Transmission Ltd.,Closed,52.49217,-114.98816,30001,Natural Gas - Sweet,Gas,Yes,2014,,2/18/2014 5:10,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking;Substandard Acts, Failure to identify hazard or risk","Corrosion and Cracking, Incorrect Operation","Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,,,Operation,Employee / Contractor (Onsite),1/29/2016,Yes,Yes,Release of Substance,Natural Gas - Sweet,30001,Yes,No,,,,,,,,,,,0,OPR,,,,,FERRIER NORTH,,52.49217267,-114.9881648,Canada,No,No,Yes,Yes,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level III,Category C,Yes,,"Pipeline, Pipe, Body",,NPS 18,Carbon Steel,359 - X52,,7.8 mm = 0.307 in,7.9,7.9,6280,,,,,,,,,,Spiral,Double Submerged Arc Welding,,External,Polyethylene Tape Wrap,Wrinkled,Field Applied,,No,Replacement,,No,,,No,No,,,No
INC2014-031,Release of Substance,2/16/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,5,Crude Oil - Sweet,Liquid,No,2014,,2/16/2014 7:45,"Damage or deterioration mechanism, Equipment, Gasket/O-ring",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,,,Operation,Employee / Contractor (Onsite),4/9/2014,No,No,Release of Substance,Crude Oil - Sweet,5,No,Yes,,,,,,,,,,,0,OPR,EPI - Edmonton Terminal,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,REM2014-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-025,Fire,2/10/2014,Hardisty,Alberta,Enbridge Pipelines Inc.,Closed,52.635343,-111.267485,Not Applicable,Not Applicable,Not Applicable,No,2014,,2/8/2014 10:30,"Substandard Conditions, Weather Related, Frozen components",External Interference,"Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications;External Interference, Natural or Environmental Forces","Natural or Environmental Forces, Tools and Equipment",,,Operation,Employee / Contractor (Onsite),3/26/2014,No,No,Fire,,,,Yes,,Equipment & Electrical,,,,,,,,,0,OPR,EPI - Hardisty Terminal,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-024,Release of Substance,2/7/2014,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.96376,-66.6432,0.01,Natural Gas - Sweet,Gas,No,2014,2/7/2014 4:30,2/7/2014 4:30,"Damage or deterioration mechanism, Equipment",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate maintenance",Maintenance,,,Operation,Employee / Contractor (Onsite),3/3/2015,Yes,No,Release of Substance,Natural Gas - Sweet,0.01,No,No,,,,,,,,,,,0,OPR,Mainline,"762.00000000, 863.60000000",574.8807991,Natural Gas,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Buildings greater than 4 stories above ground,Kilometer Post 463 (approx),Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Valve",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Rebuilt,2/7/2014,No,,,No,No,2/7/2014,Repair,No
INC2014-017,Release of Substance,1/22/2014,Wildrose,Alberta,Trans Mountain Pipeline ULC,Closed,53.5990003,-115.451183,17,Crude Oil - Sweet,Liquid,No,2014,1/22/2014 10:24,1/22/2014 10:24,"Damage or deterioration mechanism, Equipment, Gasket/O-ring;Substandard Acts, Using equipment improperly","Equipment Failure, Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Human Factors, Standards and Procedures",,,Maintenance,Employee / Contractor (Onsite),8/28/2017,Yes,No,Release of Substance,Crude Oil - Sweet,17,No,Yes,,,,,,,,,,,0,OPR,Chip Lake Pump Station,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,Kilometer Post 137,Level I,Standard Review - 168 days,No,REM-TBD,"Station/Facility, Pigging, Launching, Fitting, Nipple, Body",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-016,Release of Substance,1/18/2014,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.392646,-104.569717,20,Crude Oil - Synthetic,Liquid,Yes,2014,1/18/2014 12:00,1/18/2014 10:51,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Improper extension of service life;Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,,,Operation,Employee / Contractor (Onsite),9/18/2014,Yes,No,Release of Substance,Crude Oil - Synthetic,20,No,No,,,,,,,,,,,0,OPR,EPI Clipper - Rowatt Pump Station,,,,,,,,Canada,Yes,Yes,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),SW 33 16 19 W2M,Level II,Category B,Yes,,"Station/Facility, Pumping, Piping",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-015,Release of Substance,1/16/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.273315,-66.063308,2,Natural Gas - Sweet,Gas,No,2014,1/16/2014 12:00,1/16/2014 7:30,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,,,Operation,Employee / Contractor (Onsite),9/18/2014,Yes,No,Release of Substance,Natural Gas - Sweet,2,No,No,,,,,,,,,,,0,OPR,MNE - St. John Lateral Pressure Regulating Station,,,,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,INC2016-011,"Station/Facility, Metering, Delivering, Fitting",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-014,Release of Substance,1/16/2014,Norman Wells,Northwest Territories,Enbridge Pipelines (NW) Inc.,Closed,65.286034,-126.887048,0.0001,Natural Gas - Sweet,Gas,No,2014,1/16/2014 8:33,1/16/2014 8:33,"Substandard Acts, Failure to check or monitor;Substandard Conditions, Inadequate ventilation","External Interference, Incorrect Operation","Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,,,Maintenance,Employee / Contractor (Onsite),3/4/2015,Yes,No,Release of Substance,Natural Gas - Sweet,0.0001,No,No,,,,,,,,,,,0,OPR,EPI (Norman Wells) (NWT),,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Station/Facility, Pumping, Flange",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-013,Release of Substance,1/15/2014,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.653246,-122.684823,190,Natural Gas - Sweet,Gas,No,2014,1/15/2014 3:40,1/15/2014 3:40,"Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules","Maintenance, Standards and Procedures",,,Operation,,10/20/2016,Yes,No,Release of Substance,Natural Gas - Sweet,190,No,No,,,,,,,,,,,0,PPR,WEI - Fort Nelson Gas Plant,,,,,,,,Canada,No,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-012,Fire,1/15/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.5474,-113.35582,Not Applicable,Not Applicable,Not Applicable,No,2014,1/14/2014 9:55,1/14/2014 9:55,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Job or system factors, Inadequate work standards, Inadequate monitoring of compliance ;Personal factors, Abuse or misuse, Improper conduct that is not condoned, Unintentional;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Engineering and Planning, Human Factors, Maintenance, Standards and Procedures",,,Construction,Employee / Contractor (Onsite),3/25/2014,No,No,Fire,,,,Yes,,Equipment & Electrical,,,,,,,,,0,OPR,EPI - Edmonton Tank Farm,,,,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,INC2014-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-008,Release of Substance,1/12/2014,Bowden,Alberta,NOVA Gas Transmission Ltd.,Closed,51.911918,-113.664358,1,Natural Gas - Sweet,Gas,No,2014,1/12/2014 12:00,1/12/2014 12:00,"Substandard Conditions, Weather Related, Frozen components;Substandard Acts, Failure to check or monitor","External Interference, Incorrect Operation","Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,,Transmission,Operation,Employee / Contractor (Onsite),6/15/2017,Yes,No,Release of Substance,Natural Gas - Sweet,1,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,,"Pipeline, Valve, Ball, Body;Pipeline, Valve, Ball, Seat;Pipeline, Valve, Ball, Thread",,NPS 24,,,,,,,,,5700,,,,,,,,,,,,,,,,No,Replacement,1/14/2014,Yes,,,No,Yes,,,No
INC2014-007,Release of Substance,1/11/2014,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.793058,-120.52672,1.78,Propane,Gas,No,2014,1/11/2014 12:01,1/11/2014 12:01,"Substandard Acts, Improper loading;Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Job or system factors, Inadequate work standards, Inadequate monitoring of compliance ",Standards and Procedures,,,Operation,,8/28/2017,Yes,No,Release of Substance,Propane,1.78,No,No,,,,,,,,,,,0,PPR,WEI - Dawson Creek Gas Plant,,,,,,,,Canada,No,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,Vehicle / mobile equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-006,"Fire, Release of Substance",1/11/2014,Ile des Chênes,Manitoba,TransCanada PipeLines Limited,Closed,49.716512,-96.976655,2,Lube Oil,Liquid,No,2014,1/11/2014 12:15,1/11/2014 12:15,"Damage or deterioration mechanism, Electrical Power System Failure, Electrical Fault",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly",Maintenance,,,Operation,Employee / Contractor (Onsite),2/24/2017,No,No,"Fire, Release of Substance",Lube Oil,2,No,No,,Equipment & Electrical,,,,,,,,,0,OPR,TCPL - Station 41 (Ile des Chenes Compressor Stn),,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-004,Release of Substance,1/9/2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.569092,-121.944662,0.3,Hydrogen Sulphide,Miscellaneous,Yes,2014,1/6/2014 12:00,1/6/2014 12:00,"Damage or deterioration mechanism, Material Loss, Internal Material Loss",Corrosion and Cracking,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,,,Operation,,4/13/2017,Yes,No,Release of Substance,Hydrogen Sulphide,0.3,Yes,No,,,,,,,,,,,0,PPR,,,,,,,,,Canada,No,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2014-003,Release of Substance,1/8/2014,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.112702,-64.714397,Not Provided,Natural Gas - Sweet,Gas,No,2014,1/8/2014 2:00,1/8/2014 2:00,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,,,Operation,Employee / Contractor (Onsite),9/29/2014,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,MNE - Moncton Pressure Regulating Station,,,,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Valve, Pressure relief, Seat",,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2013-203,Operation Beyond Design Limits,7/25/2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625321,-73.537743,Not Applicable,Not Applicable,Not Applicable,No,2013,9/4/2012 12:00,7/25/2013 12:00,"Substandard Conditions, Inadequate preparation or planning",External Interference,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate or improper controls",Engineering and Planning,,,Operation,,2/27/2015,No,No,Operation Beyond Design Limits,,,,Yes,,,,,,,,,Over Pressure,,0,OPR,Mainline,273.1,635.0188165,Refined Products-Aviation,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),.3 mile from Montreal st,Level I,Standard Review - 168 days,No,"INC2013-101, INC2013-202, INC2015-002, INC2016-008",,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2013-202,Operation Beyond Design Limits,7/25/2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625321,-73.537743,Not Applicable,Not Applicable,Not Applicable,No,2013,3/20/2013 12:00,7/25/2013 12:00,"Substandard Conditions, Inadequate preparation or planning",External Interference,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,,,Operation,,2/27/2015,No,No,Operation Beyond Design Limits,,,,Yes,,,,,,,,,Over Pressure,,0,OPR,Mainline,273.1,635.0188165,Refined Products-Aviation,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),.3 mile from Montreal st,Level I,Standard Review - 168 days,No,"INC2013-101, INC2013-203, INC2015-002, INC2016-008",,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2013-201,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,9/17/2011 12:00,10/10/2013 12:00,"Substandard Conditions, Inadequate preparation or planning",External Interference,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,,,Operation,,4/13/2015,No,No,Operation Beyond Design Limits,,,,Yes,,,,,,,,,Over Pressure,,0,OPR,Cromer Terminal,,,,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),11 to 45 dwelling units,,Level I,Standard Review - 168 days,No,INC2013-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
